ID,NAME,VOL,DEN,PLD_A,LCD_A,Sa_m2cm-3,Sa_m2g-1,Va_A3,Va_m3m-3,Va_cm3g-1,C2H6_UC,C2H6_Qst,C2H6_Qff,C2H6_Qfm,C2H4_UC,C2H4_Qst,C2H4_Qff,C2H4_Qfm,C2H6_bar,C2H4_bar,C2H6_UC_Z,C2H4_UC_Z,C2H6_Ds,C2H4_Ds,Sads_C2H6_C2H4,Sdiff_C2H6_C2H4,P_C2H6,P_C2H4,Sperm_C2H4_C2H6
77,MN10948,6048.68018,1.2185,3.68347,5.48223,442.26001,362.95499,3692.29004,0.61043,0.50097,6.16548,30.2402221,2.7136392,25.0488723,7.29788,27.5084845,2.3580564,22.6727175,0.4958603,0.4967872,6.11111,7.22222,1.514e-10,2.324e-10,0.8448316497393763,0.6514629948364887,15478.559179861499,28071.107444570414,1.8135478320936067
78,MN10950,9416.33984,1.20757,5.1812,7.27882,1087.52002,900.591,5494.72021,0.58353,0.48323,8.28699,26.7443396,2.9956847,21.2709443,8.36602,24.9009302,2.6821306,19.741089,0.4958603,0.4967872,8.16667,8.33333,1.461e-09,1.309e-09,0.9905534531354214,1.1161191749427044,128962.1720835014,116429.43633234556,0.9028185122142558
79,MN11113,9423.49023,1.10535,5.72098,7.41795,1313.02002,1187.88,5714.12012,0.60637,0.54858,7.79936,26.3264892,3.1007892,20.7479894,8.1752,23.5276629,2.8853375,18.1646148,0.4958603,0.4967872,7.66667,8.16667,2.338e-09,2.465e-09,0.9540268127996868,0.9484787018255578,194083.90316597413,214086.99931477828,1.1030641687564278
80,MN11139,13082.5996,0.77985,6.94121,8.41332,1701.48999,2181.81006,9214.86035,0.70436,0.9032,5.05612,20.3940302,1.5898023,16.3265173,6.14579,18.4954817,1.4294729,14.5882982,0.4958603,0.4967872,5.0,6.0,7.487e-09,8.161e-09,0.8226965125720208,0.9174120818527142,290221.0011144317,383807.6843204502,1.3224669574105632
81,MN11285,4455.74023,1.43324,3.4139,4.56973,0.0,0.0,2647.11011,0.59409,0.41451,4.2122,28.955944,2.3154942,24.1627393,4.72814,26.6420693,2.2194246,21.9449342,0.4958603,0.4967872,4.16667,4.72222,1.419e-10,1.827e-10,0.8908788656850263,0.7766830870279146,13454.554364287724,19408.66905569485,1.44253525833684
82,MN11312,13576.5,0.80441,7.11081,8.50929,1765.77002,2195.11011,9386.09961,0.69135,0.85945,7.51445,22.9834291,2.3976458,18.1080728,8.69659,19.7805341,1.933642,15.3691816,0.4958603,0.4967872,7.5,8.66667,5.131e-09,5.853e-09,0.8640685602057818,0.8766444558346146,284845.7376362532,375341.8348294576,1.317702128682605
83,MN11344,13971.5,0.85109,6.37121,8.55357,1663.68994,1954.78003,9378.37988,0.67125,0.78869,6.59237,21.0797996,1.8807624,16.7213267,7.89597,19.0527563,1.7847661,14.7902797,0.4958603,0.4967872,6.5,7.83333,7.331e-09,9.615e-09,0.8349031214657603,0.7624544981799272,346943.67579033226,543998.7491292662,1.5679742479526269
84,MN11370,13971.5,0.85109,6.37121,8.55357,1663.68994,1954.78003,9378.37988,0.67125,0.78869,6.59237,21.0797996,1.8807624,16.7213267,7.89597,19.0527563,1.7847661,14.7902797,0.4958603,0.4967872,6.5,7.83333,8.644e-09,7.628e-09,0.8349031214657603,1.1331934976402724,409082.1352518936,431577.998789188,1.0549910680490666
85,MN11387,7636.20996,1.09756,3.46953,5.78937,0.0,0.0,4717.95996,0.61784,0.56292,10.17321,31.1108246,3.2419268,25.3911873,9.46981,28.0426759,2.8416339,22.7233314,0.4958603,0.4967872,10.11111,9.44444,2.066e-10,2.997e-10,1.0742781534159607,0.6893560226893559,27606.27442108691,37208.00834562989,1.3478098412732122
86,MN11450,11885.4003,1.00697,6.54207,7.53299,1863.19995,1850.30005,7871.24023,0.66226,0.65767,7.90906,23.1923457,2.5043322,18.210303,8.99873,20.9020535,2.2830914,16.1412516,0.4958603,0.4967872,7.83333,8.83333,5.287e-09,5.51e-09,0.8789084681949564,0.9595281306715062,352872.0343837449,417642.6302104289,1.18355264661253
87,MN11542,10147.2998,1.10361,5.82176,7.1023,876.552,794.25897,6069.62012,0.59815,0.54199,8.34159,26.930698,2.5567646,21.8962229,9.084,24.2014842,2.4865632,19.2372105,0.4958603,0.4967872,8.33333,9.0,1.399e-09,1.428e-09,0.918272787318362,0.9796918767507002,115348.73972631563,127979.54854240471,1.1095010560675203
88,MN11568,11878.9003,0.89025,7.12362,8.16252,1498.18994,1682.89001,7908.02979,0.66572,0.74779,6.82026,23.0932755,2.2563703,18.3591946,7.72119,20.3276529,1.9284131,15.9215292,0.4958603,0.4967872,6.66667,7.66667,4.851e-09,4.738e-09,0.883317208875834,1.0238497256226256,279352.9208556002,308311.16211306496,1.1036618524294346
89,MN11627,5518.29004,1.21025,3.79951,5.85644,912.74902,754.18298,3537.21997,0.641,0.52964,5.84246,26.8084098,2.8798394,21.4508599,6.2627,24.1379508,2.5268665,19.1333737,0.4958603,0.4967872,5.77778,6.22222,3.624e-10,5.043e-10,0.9328979513628308,0.7186198691255206,38483.76917615961,57297.171352072546,1.4888658927818248
90,MN15287,11918.2002,0.64461,5.51097,12.37699,1941.48999,3011.8999,8577.53027,0.7197,1.1165,5.23515,20.90138,1.669167,16.7545025,6.56545,19.2344547,1.5364361,15.2203081,0.4958603,0.4967872,5.0,6.5,7.201e-09,7.898e-09,0.7973787021453214,0.9117498100785009,317255.30081400165,435569.5541823398,1.372930737689085
91,MN33217,5273.9502,1.06667,3.55818,7.76753,0.0,0.0,2991.07007,0.56714,0.53169,5.31631,31.2893947,3.5434073,25.2682769,5.27457,28.550056,3.0582438,23.0141016,0.4958603,0.4967872,5.25,5.25,4.441e-10,4.634e-10,1.007913441285261,0.9583513163573586,44900.63316608081,46397.37666574183,1.0333345744618967
92,MN33239,9736.20996,0.72742,6.2096,8.19843,1954.13,2686.38989,6593.8501,0.67725,0.93103,7.55953,23.5221583,3.0078113,18.0366365,8.54378,21.0675993,2.7500326,15.8398562,0.4958603,0.4967872,7.5,8.5,5.905e-09,7.14e-09,0.8847992340626748,0.8270308123249299,459856.5149499352,627256.04707658,1.3640255746835939
93,MN33242,5265.37988,1.10642,2.81865,6.01698,0.0,0.0,2748.79004,0.52205,0.47183,4.67007,32.7456313,3.439024,26.8288968,4.94548,29.7934155,3.1806402,24.1350647,0.4958603,0.4967872,4.625,4.875,2.746e-10,3.007e-10,0.9443107645769471,0.9132025274359827,24428.23885893978,28274.768251535163,1.1574624112203529
94,MN33447,3104.52002,0.82308,5.49725,7.57447,1745.54004,2120.72998,2069.04004,0.66646,0.80971,1.93933,23.1346857,2.4542425,18.2027326,2.10285,20.8569793,2.2687946,16.1104742,0.4958603,0.4967872,1.9375,2.0625,5.277e-09,6.47e-09,0.9222388663004969,0.8156105100463678,330629.5808906486,438737.15376698604,1.326974896151511
95,MN4,3375.37988,0.72746,7.55182,8.98169,2031.18005,2792.15991,2350.87988,0.69648,0.95741,3.96237,25.2154625,4.2508487,18.4869032,4.2859,22.4360753,3.8870363,16.0713284,0.4958603,0.4967872,3.91667,4.25,5.657e-09,5.912e-09,0.9245129377726965,0.9568673883626522,666065.7763846064,751521.3349656275,1.1282989782854067
96,MN43122,2335.22998,1.20316,3.13462,5.79078,0.0,0.0,1377.25,0.58977,0.49018,3.21962,37.0420878,4.2719422,30.2924351,2.69021,33.4270453,3.9931655,26.9561693,0.4958603,0.4967872,3.16667,2.66667,5.911e-11,1.223e-10,1.1967913285579936,0.4833197056418643,8173.9725578382295,14104.873013763412,1.7255836025823077
97,MN43270,30045.8007,0.5561,7.36324,15.24597,1875.73999,3373.02002,23064.3007,0.76764,1.3804,17.8606,20.9129181,2.4557873,15.9794203,20.78578,18.992755,2.2802508,14.2347937,0.4958603,0.4967872,17.75,20.75,1.047e-08,1.292e-08,0.8592701356408085,0.8103715170278638,624248.8260624055,894814.0399221678,1.4334252665982814
98,MN43274,6330.75,1.04633,5.13099,8.29151,1630.76001,1558.56006,3983.23999,0.62919,0.60133,9.34548,29.1518207,5.8250409,20.8490692,9.31352,26.5307468,5.2384421,18.8145941,0.4958603,0.4967872,9.25,9.25,2.381e-09,2.646e-09,1.0034315704481227,0.8998488284202569,352536.4679937427,389704.72725957364,1.1054309628656365
99,MN43280,6312.97998,0.71481,6.39821,9.59857,1937.37,2710.33008,4429.18994,0.7016,0.98152,8.3747,25.865916,5.0191606,18.3690449,9.02495,23.9263676,4.5947155,16.8539415,0.4958603,0.4967872,8.25,9.0,5.798e-09,6.22e-09,0.9279497393337359,0.9321543408360129,771454.7337390421,890199.0145462704,1.1539225512710323
100,MN43284,6364.58984,0.84029,5.91126,9.95052,2007.63,2389.21997,4474.18018,0.70298,0.83659,8.79009,25.2686213,5.1484231,17.6424876,9.36066,23.0872842,4.7137232,15.8958504,0.4958603,0.4967872,8.75,9.25,5.954e-09,6.621e-09,0.9390459647076168,0.8992599305240899,824763.3518563366,974868.8713282831,1.1819982897325596
